PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Family_size,Age_scaled,Fare_scaled,Sex_male,Embarked_Q,Embarked_S
1,0,3,22.0,1,0,7.25,2,-0.5636740664747023,0.014151057562208049,True,False,True
2,1,1,38.0,1,0,71.2833,2,0.6692169576775449,0.13913573538264068,False,False,False
3,1,3,26.0,0,0,7.925,1,-0.2554513104366405,0.015468569817999833,False,False,True
4,1,1,35.0,1,0,53.1,2,0.4380498906489985,0.10364429745562033,False,False,True
5,0,3,35.0,0,0,8.05,1,0.4380498906489985,0.015712553569072387,True,False,True
6,0,3,28.0,0,0,8.4583,1,-0.10133993241760961,0.01650950209357577,True,True,False
7,0,1,54.0,0,0,51.8625,1,1.902107981829792,0.10122885832000206,True,False,True
8,0,3,2.0,3,1,21.075,5,-2.104787846665011,0.04113566043083236,True,False,True
9,1,3,27.0,0,2,11.1333,3,-0.17839562142712506,0.021730754366528396,False,False,True
10,1,2,14.0,1,0,30.0708,2,-1.1801195785508258,0.058694292654020104,False,False,False
11,1,3,4.0,1,1,16.7,3,-1.9506764686459803,0.03259622914329302,False,False,True
12,1,1,58.0,0,0,26.55,1,2.210330737867854,0.051822148727810165,False,False,True
13,0,3,20.0,0,0,8.05,1,-0.7177854444937332,0.015712553569072387,True,False,True
14,0,3,39.0,1,5,31.275,7,0.7462726466870603,0.06104473451835265,True,False,True
15,0,3,14.0,0,0,7.8542,1,-1.1801195785508258,0.015330377421392339,False,False,True
16,1,2,55.0,0,0,16.0,1,1.9791636708393074,0.03122992013728673,False,False,True
17,0,3,2.0,4,1,29.125,6,-2.104787846665011,0.05684821399990475,True,True,False
18,1,2,28.0,0,0,13.0,1,-0.10133993241760961,0.025374310111545468,True,False,True
19,0,3,31.0,1,0,18.0,2,0.12982713461093673,0.03513366015444757,False,False,True
20,1,3,28.0,0,0,7.225,1,-0.10133993241760961,0.014102260811993537,False,False,False
21,0,2,35.0,0,0,26.0,1,0.4380498906489985,0.050748620223090936,True,False,True
22,1,2,34.0,0,0,13.0,1,0.36099420163948304,0.025374310111545468,True,False,True
23,1,3,15.0,0,0,8.0292,1,-1.1030638895413103,0.015671954672893913,False,True,False
24,1,1,28.0,0,0,35.5,1,-0.10133993241760961,0.06929138530460494,True,False,True
25,0,3,8.0,3,1,21.075,5,-1.6424537126079184,0.04113566043083236,False,False,True
26,1,3,38.0,1,5,31.3875,7,0.6692169576775449,0.06126431989431795,False,False,True
27,0,3,28.0,0,0,7.225,1,-0.10133993241760961,0.014102260811993537,True,False,False
28,0,1,19.0,3,2,263.0,6,-0.7948411335032486,0.5133418122566507,True,False,True
29,1,3,28.0,0,0,7.8792,1,-0.10133993241760961,0.01537917417160685,False,True,False
30,0,3,28.0,0,0,7.8958,1,-0.10133993241760961,0.015411575213749286,True,False,True
31,0,1,40.0,0,0,27.7208,1,0.8233283356965757,0.05410739813385612,True,False,False
32,1,1,28.0,1,0,146.5208,2,-0.10133993241760961,0.2859895551532101,False,False,False
33,1,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,False,True,False
34,0,2,66.0,0,0,10.5,1,2.8267762499439777,0.020494635090094415,True,False,True
35,0,1,28.0,1,0,82.1708,2,-0.10133993241760961,0.16038672010106003,True,False,False
36,0,1,42.0,1,0,52.0,2,0.9774397137156066,0.10149724044618187,True,False,True
37,1,3,28.0,0,0,7.2292,1,-0.10133993241760961,0.014110458666029575,True,False,False
38,0,3,21.0,0,0,8.05,1,-0.6407297554842177,0.015712553569072387,True,False,True
39,0,3,18.0,2,0,18.0,3,-0.871896822512764,0.03513366015444757,False,False,True
40,1,3,14.0,1,0,11.2417,2,-1.1801195785508258,0.021942337075458514,False,False,False
41,0,3,40.0,1,0,9.475,2,0.8233283356965757,0.018493968331299484,False,False,True
42,0,2,27.0,1,0,21.0,2,-0.17839562142712506,0.04098927018018883,False,False,True
43,0,3,28.0,0,0,7.8958,1,-0.10133993241760961,0.015411575213749286,True,False,False
44,1,2,3.0,1,2,41.5792,4,-2.0277321576554956,0.08115719346076702,False,False,False
45,1,3,19.0,0,0,7.8792,1,-0.7948411335032486,0.01537917417160685,False,True,False
46,0,3,28.0,0,0,8.05,1,-0.10133993241760961,0.015712553569072387,True,False,True
47,0,3,28.0,1,0,15.5,2,-0.10133993241760961,0.030253985132996517,True,True,False
48,1,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,False,True,False
49,0,3,28.0,2,0,21.6792,3,-0.10133993241760961,0.04231498029001666,True,False,False
50,0,3,18.0,1,0,17.8,2,-0.871896822512764,0.034743286152731485,False,False,True
51,0,3,7.0,4,1,39.6875,6,-1.719509401617434,0.07746484096553544,True,False,True
52,0,3,21.0,0,0,7.8,1,-0.6407297554842177,0.01522458606692728,True,False,True
53,1,1,49.0,1,0,76.7292,2,1.5168295367822147,0.1497654242623688,False,False,False
54,1,2,29.0,1,0,26.0,2,-0.024284243408094167,0.050748620223090936,False,False,True
55,0,1,65.0,0,1,61.9792,2,2.749720560934462,0.1209753416358076,True,False,False
56,1,1,28.0,0,0,35.5,1,-0.10133993241760961,0.06929138530460494,True,False,True
57,1,2,21.0,0,0,10.5,1,-0.6407297554842177,0.020494635090094415,False,False,True
58,0,3,28.5,0,0,7.2292,1,-0.0628120879128519,0.014110458666029575,True,False,False
59,1,2,5.0,1,2,27.75,4,-1.8736207796364648,0.05416439273810667,False,False,True
60,0,3,11.0,5,2,46.9,8,-1.4112866455793722,0.09154270340242172,True,False,True
61,0,3,22.0,0,0,7.2292,1,-0.5636740664747023,0.014110458666029575,True,False,False
63,0,1,45.0,1,0,83.475,2,1.208606780744153,0.16293234896625058,True,False,True
64,0,3,4.0,3,2,27.9,6,-1.9506764686459803,0.05445717323939373,True,False,True
65,0,1,28.0,0,0,27.7208,1,-0.10133993241760961,0.05410739813385612,True,False,False
66,1,3,28.0,1,1,15.2458,3,-0.10133993241760961,0.029757819776815374,True,False,False
67,1,2,29.0,0,0,10.5,1,-0.024284243408094167,0.020494635090094415,False,False,True
68,0,3,19.0,0,0,8.1583,1,-0.7948411335032486,0.015923941091001644,True,False,True
69,1,3,17.0,4,2,7.925,7,-0.9489525115222794,0.015468569817999833,False,False,True
70,0,3,26.0,2,0,8.6625,3,-0.2554513104366405,0.016908073949327893,True,False,True
71,0,2,32.0,0,0,10.5,1,0.20688282362045216,0.020494635090094415,True,False,True
72,0,3,16.0,5,2,46.9,8,-1.026008200531795,0.09154270340242172,False,False,True
73,0,2,21.0,0,0,73.5,1,-0.6407297554842177,0.1434624456306609,True,False,True
74,0,3,26.0,1,0,14.4542,2,-0.2554513104366405,0.028212719478023115,True,False,False
75,1,3,32.0,0,0,56.4958,1,0.20688282362045216,0.11027245763075773,True,False,True
76,0,3,25.0,0,0,7.65,1,-0.3325069994461559,0.014931805565640218,True,False,True
77,0,3,28.0,0,0,7.8958,1,-0.10133993241760961,0.015411575213749286,True,False,True
78,0,3,28.0,0,0,8.05,1,-0.10133993241760961,0.015712553569072387,True,False,True
79,1,2,0.83,0,2,29.0,3,-2.1949430028061445,0.056604230248832196,True,False,True
80,1,3,30.0,0,0,12.475,1,0.052771445601421274,0.024349578357040744,False,False,True
81,0,3,22.0,0,0,9.0,1,-0.5636740664747023,0.017566830077223785,True,False,True
82,1,3,29.0,0,0,9.5,1,-0.024284243408094167,0.018542765081513996,True,False,True
83,1,3,28.0,0,0,7.7875,1,-0.10133993241760961,0.015200187691820024,False,True,False
84,0,1,28.0,0,0,47.1,1,-0.10133993241760961,0.09193307740413781,True,False,True
85,1,2,17.0,0,0,10.5,1,-0.9489525115222794,0.020494635090094415,False,False,True
86,1,3,33.0,3,0,15.85,4,0.2839385126299676,0.030937139635999665,False,False,True
87,0,3,16.0,1,3,34.375,5,-1.026008200531795,0.06709553154495196,True,False,True
88,0,3,28.0,0,0,8.05,1,-0.10133993241760961,0.015712553569072387,True,False,True
89,1,1,23.0,3,2,263.0,6,-0.4866183774651868,0.5133418122566507,False,False,True
90,0,3,24.0,0,0,8.05,1,-0.4095626884556714,0.015712553569072387,True,False,True
91,0,3,29.0,0,0,8.05,1,-0.024284243408094167,0.015712553569072387,True,False,True
92,0,3,20.0,0,0,7.8542,1,-0.7177854444937332,0.015330377421392339,True,False,True
93,0,1,46.0,1,0,61.175,2,1.2856624697536683,0.11940564777490723,True,False,True
94,0,3,26.0,1,2,20.575,4,-0.2554513104366405,0.04015972542654215,True,False,True
95,0,3,59.0,0,0,7.25,1,2.287386426877369,0.014151057562208049,True,False,True
96,0,3,28.0,0,0,8.05,1,-0.10133993241760961,0.015712553569072387,True,False,True
97,0,1,71.0,0,0,34.6542,1,3.2120546949915547,0.06764049365134761,True,False,False
98,1,1,23.0,0,1,63.3583,2,-0.4866183774651868,0.12366716556464086,True,False,False
99,1,2,34.0,0,1,23.0,2,0.36099420163948304,0.044893010197349675,False,False,True
100,0,2,34.0,1,0,26.0,2,0.36099420163948304,0.050748620223090936,True,False,True
101,0,3,28.0,0,0,7.8958,1,-0.10133993241760961,0.015411575213749286,False,False,True
102,0,3,28.0,0,0,7.8958,1,-0.10133993241760961,0.015411575213749286,True,False,True
103,0,1,21.0,0,1,77.2875,2,-0.6407297554842177,0.15085515328815924,True,False,True
104,0,3,33.0,0,0,8.6542,1,0.2839385126299676,0.016891873428256675,True,False,True
105,0,3,37.0,2,0,7.925,3,0.5921612686680294,0.015468569817999833,True,False,True
106,0,3,28.0,0,0,7.8958,1,-0.10133993241760961,0.015411575213749286,True,False,True
107,1,3,21.0,0,0,7.65,1,-0.6407297554842177,0.014931805565640218,False,False,True
108,1,3,28.0,0,0,7.775,1,-0.10133993241760961,0.015175789316712771,True,False,True
109,0,3,38.0,0,0,7.8958,1,0.6692169576775449,0.015411575213749286,True,False,True
110,1,3,28.0,1,0,24.15,2,-0.10133993241760961,0.04713766070721715,False,True,False
111,0,1,47.0,0,0,52.0,1,1.3627181587631838,0.10149724044618187,True,False,True
112,0,3,14.5,1,0,14.4542,2,-1.1415917340460682,0.028212719478023115,False,False,False
113,0,3,22.0,0,0,8.05,1,-0.5636740664747023,0.015712553569072387,True,False,True
114,0,3,20.0,1,0,9.825,2,-0.7177854444937332,0.019177122834302632,False,False,True
115,0,3,17.0,0,0,14.4583,1,-0.9489525115222794,0.028220722145058292,False,False,False
116,0,3,21.0,0,0,7.925,1,-0.6407297554842177,0.015468569817999833,True,False,True
117,0,3,70.5,0,0,7.75,1,3.173526850486797,0.015126992566498259,True,True,False
118,0,2,29.0,1,0,21.0,2,-0.024284243408094167,0.04098927018018883,True,False,True
119,0,1,24.0,0,1,247.5208,2,-0.4095626884556714,0.4831284260198326,True,False,False
120,0,3,2.0,4,2,31.275,7,-2.104787846665011,0.06104473451835265,False,False,True
121,0,2,21.0,2,0,73.5,3,-0.6407297554842177,0.1434624456306609,True,False,True
122,0,3,28.0,0,0,8.05,1,-0.10133993241760961,0.015712553569072387,True,False,True
123,0,2,32.5,1,0,30.0708,2,0.2454106681252099,0.058694292654020104,True,False,False
124,1,2,32.5,0,0,13.0,1,0.2454106681252099,0.025374310111545468,False,False,True
125,0,1,54.0,0,1,77.2875,2,1.902107981829792,0.15085515328815924,True,False,True
126,1,3,12.0,1,0,11.2417,2,-1.3342309565698567,0.021942337075458514,True,False,False
127,0,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,True,True,False
128,1,3,24.0,0,0,7.1417,1,-0.4095626884556714,0.01393967004027879,True,False,True
129,1,3,28.0,1,1,22.3583,3,-0.10133993241760961,0.04364049521284362,False,False,False
130,0,3,45.0,0,0,6.975,1,1.208606780744153,0.013614293309848433,True,False,True
131,0,3,33.0,0,0,7.8958,1,0.2839385126299676,0.015411575213749286,True,False,False
132,0,3,20.0,0,0,7.05,1,-0.7177854444937332,0.013760683560491965,True,False,True
133,0,3,47.0,1,0,14.5,2,1.3627181587631838,0.028302115124416098,False,False,True
134,1,2,29.0,1,0,26.0,2,-0.024284243408094167,0.050748620223090936,False,False,True
135,0,2,25.0,0,0,13.0,1,-0.3325069994461559,0.025374310111545468,True,False,True
136,0,2,23.0,0,0,15.0458,1,-0.4866183774651868,0.02936744577509929,True,False,False
137,1,1,19.0,0,2,26.2833,3,-0.7948411335032486,0.051301584996521765,False,False,True
138,0,1,37.0,1,0,53.1,2,0.5921612686680294,0.10364429745562033,True,False,True
139,0,3,16.0,0,0,9.2167,1,-1.026008200531795,0.01798980030808316,True,False,True
140,0,1,24.0,0,0,79.2,1,-0.4095626884556714,0.15458810467956932,True,False,False
141,0,3,28.0,0,2,15.2458,3,-0.10133993241760961,0.029757819776815374,False,False,False
142,1,3,22.0,0,0,7.75,1,-0.5636740664747023,0.015126992566498259,False,False,True
143,1,3,24.0,1,0,15.85,2,-0.4095626884556714,0.030937139635999665,False,False,True
144,0,3,19.0,0,0,6.75,1,-0.7948411335032486,0.013175122557917838,True,True,False
145,0,2,18.0,0,0,11.5,1,-0.871896822512764,0.022446505098674838,True,False,True
146,0,2,19.0,1,1,36.75,3,-0.7948411335032486,0.07173122281533045,True,False,True
147,1,3,27.0,0,0,7.7958,1,-0.17839562142712506,0.015216388212891242,True,False,True
148,0,3,9.0,2,2,34.375,5,-1.565398023598403,0.06709553154495196,False,False,True
149,0,2,36.5,0,2,26.0,3,0.5536334241632717,0.050748620223090936,True,False,True
150,0,2,42.0,0,0,13.0,1,0.9774397137156066,0.025374310111545468,True,False,True
151,0,2,51.0,0,0,12.525,1,1.6709409148012455,0.02444717185746977,True,False,True
152,1,1,22.0,1,0,66.6,2,-0.5636740664747023,0.12999454257145598,False,False,True
153,0,3,55.5,0,0,8.05,1,2.017691515344065,0.015712553569072387,True,False,True
154,0,3,40.5,0,2,14.5,3,0.8618561802013335,0.028302115124416098,True,False,True
155,0,3,28.0,0,0,7.3125,1,-0.10133993241760961,0.014273049437744325,True,False,True
156,0,1,51.0,0,1,61.3792,2,1.6709409148012455,0.11980421963065935,True,False,False
157,1,3,16.0,0,0,7.7333,1,-1.026008200531795,0.015094396337354966,False,True,False
158,0,3,30.0,0,0,8.05,1,0.052771445601421274,0.015712553569072387,True,False,True
159,0,3,28.0,0,0,8.6625,1,-0.10133993241760961,0.016908073949327893,True,False,True
160,0,3,28.0,8,2,69.55,11,-0.10133993241760961,0.13575255909676825,True,False,True
161,0,3,44.0,0,1,16.1,2,1.1315510917346374,0.031425107138144774,True,False,True
162,1,2,40.0,0,0,15.75,1,0.8233283356965757,0.030741952635141623,False,False,True
163,0,3,26.0,0,0,7.775,1,-0.2554513104366405,0.015175789316712771,True,False,True
164,0,3,17.0,0,0,8.6625,1,-0.9489525115222794,0.016908073949327893,True,False,True
165,0,3,1.0,4,1,39.6875,6,-2.1818435356745267,0.07746484096553544,True,False,True
166,1,3,9.0,0,2,20.525,3,-1.565398023598403,0.04006213192611313,True,False,True
167,1,1,28.0,0,1,55.0,2,-0.10133993241760961,0.10735285047192313,False,False,True
168,0,3,45.0,1,4,27.9,6,1.208606780744153,0.05445717323939373,False,False,True
169,0,1,28.0,0,0,25.925,1,-0.10133993241760961,0.050602229972447406,True,False,True
170,0,3,28.0,0,0,56.4958,1,-0.10133993241760961,0.11027245763075773,True,False,True
171,0,1,61.0,0,0,33.5,1,2.4414978048964002,0.06538764528744409,True,False,True
172,0,3,4.0,4,1,29.125,6,-1.9506764686459803,0.05684821399990475,True,True,False
173,1,3,1.0,1,1,11.1333,3,-2.1818435356745267,0.021730754366528396,False,False,True
174,0,3,21.0,0,0,7.925,1,-0.6407297554842177,0.015468569817999833,True,False,True
175,0,1,56.0,0,0,30.6958,1,2.0562193598488228,0.05991421140938287,True,False,False
176,0,3,18.0,1,1,7.8542,3,-0.871896822512764,0.015330377421392339,True,False,True
177,0,3,28.0,3,1,25.4667,5,-0.10133993241760961,0.049707687947515,True,False,True
178,0,1,50.0,0,0,28.7125,1,1.5938852257917302,0.05604306762136532,False,False,False
179,0,2,30.0,0,0,13.0,1,0.052771445601421274,0.025374310111545468,True,False,True
180,0,3,36.0,0,0,0.0,1,0.5151055796585139,0.0,True,False,True
181,0,3,28.0,8,2,69.55,11,-0.10133993241760961,0.13575255909676825,False,False,True
182,0,2,28.0,0,0,15.05,1,-0.10133993241760961,0.02937564362913533,True,False,False
183,0,3,9.0,4,2,31.3875,7,-1.565398023598403,0.06126431989431795,True,False,True
184,1,2,1.0,2,1,39.0,4,-2.1818435356745267,0.07612293033463641,True,False,True
185,1,3,4.0,0,2,22.025,3,-1.9506764686459803,0.04298993693898376,False,False,True
186,0,1,28.0,0,0,50.0,1,-0.10133993241760961,0.09759350042902103,True,False,True
187,1,3,28.0,1,0,15.5,2,-0.10133993241760961,0.030253985132996517,False,True,False
188,1,1,45.0,0,0,26.55,1,1.208606780744153,0.051822148727810165,True,False,True
189,0,3,40.0,1,1,15.5,3,0.8233283356965757,0.030253985132996517,True,True,False
190,0,3,36.0,0,0,7.8958,1,0.5151055796585139,0.015411575213749286,True,False,True
191,1,2,32.0,0,0,13.0,1,0.20688282362045216,0.025374310111545468,False,False,True
192,0,2,19.0,0,0,13.0,1,-0.7948411335032486,0.025374310111545468,True,False,True
193,1,3,19.0,1,0,7.8542,2,-0.7948411335032486,0.015330377421392339,False,False,True
194,1,2,3.0,1,1,26.0,3,-2.0277321576554956,0.050748620223090936,True,False,True
195,1,1,44.0,0,0,27.7208,1,1.1315510917346374,0.05410739813385612,False,False,False
196,1,1,58.0,0,0,146.5208,1,2.210330737867854,0.2859895551532101,False,False,False
197,0,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,True,True,False
198,0,3,42.0,0,1,8.4042,2,0.9774397137156066,0.01640390592611157,True,False,True
199,1,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,False,True,False
200,0,2,24.0,0,0,13.0,1,-0.4095626884556714,0.025374310111545468,False,False,True
201,0,3,28.0,0,0,9.5,1,-0.10133993241760961,0.018542765081513996,True,False,True
202,0,3,28.0,8,2,69.55,11,-0.10133993241760961,0.13575255909676825,True,False,True
203,0,3,34.0,0,0,6.4958,1,0.36099420163948304,0.012678957201736696,True,False,True
204,0,3,45.5,0,0,7.225,1,1.2471346252489106,0.014102260811993537,True,False,False
205,1,3,18.0,0,0,8.05,1,-0.871896822512764,0.015712553569072387,True,False,True
206,0,3,2.0,0,1,10.4625,2,-2.104787846665011,0.02042143996477265,False,False,True
207,0,3,32.0,1,0,15.85,2,0.20688282362045216,0.030937139635999665,True,False,True
208,1,3,26.0,0,0,18.7875,1,-0.2554513104366405,0.036670757786204655,True,False,False
209,1,3,16.0,0,0,7.75,1,-1.026008200531795,0.015126992566498259,False,True,False
210,1,1,40.0,0,0,31.0,1,0.8233283356965757,0.060507970265993034,True,False,False
211,0,3,24.0,0,0,7.05,1,-0.4095626884556714,0.013760683560491965,True,False,True
212,1,2,35.0,0,0,21.0,1,0.4380498906489985,0.04098927018018883,False,False,True
213,0,3,22.0,0,0,7.25,1,-0.5636740664747023,0.014151057562208049,True,False,True
214,0,2,30.0,0,0,13.0,1,0.052771445601421274,0.025374310111545468,True,False,True
215,0,3,28.0,1,0,7.75,2,-0.10133993241760961,0.015126992566498259,True,True,False
216,1,1,31.0,1,0,113.275,2,0.12982713461093673,0.22109807522194713,False,False,False
217,1,3,27.0,0,0,7.925,1,-0.17839562142712506,0.015468569817999833,False,False,True
218,0,2,42.0,1,0,27.0,2,0.9774397137156066,0.05270049023167135,True,False,True
219,1,1,32.0,0,0,76.2917,1,0.20688282362045216,0.14891148113361488,False,False,False
220,0,2,30.0,0,0,10.5,1,0.052771445601421274,0.020494635090094415,True,False,True
221,1,3,16.0,0,0,8.05,1,-1.026008200531795,0.015712553569072387,True,False,True
222,0,2,27.0,0,0,13.0,1,-0.17839562142712506,0.025374310111545468,True,False,True
223,0,3,51.0,0,0,8.05,1,1.6709409148012455,0.015712553569072387,True,False,True
224,0,3,28.0,0,0,7.8958,1,-0.10133993241760961,0.015411575213749286,True,False,True
225,1,1,38.0,1,0,90.0,2,0.6692169576775449,0.17566830077223786,True,False,True
226,0,3,22.0,0,0,9.35,1,-0.5636740664747023,0.018249984580226933,True,False,True
227,1,2,19.0,0,0,10.5,1,-0.7948411335032486,0.020494635090094415,True,False,True
228,0,3,20.5,0,0,7.25,1,-0.6792575999889754,0.014151057562208049,True,False,True
229,0,2,18.0,0,0,13.0,1,-0.871896822512764,0.025374310111545468,True,False,True
230,0,3,28.0,3,1,25.4667,5,-0.10133993241760961,0.049707687947515,False,False,True
231,1,1,35.0,1,0,83.475,2,0.4380498906489985,0.16293234896625058,False,False,True
232,0,3,29.0,0,0,7.775,1,-0.024284243408094167,0.015175789316712771,True,False,True
233,0,2,59.0,0,0,13.5,1,2.287386426877369,0.026350245115835676,True,False,True
234,1,3,5.0,4,2,31.3875,7,-1.8736207796364648,0.06126431989431795,False,False,True
235,0,2,24.0,0,0,10.5,1,-0.4095626884556714,0.020494635090094415,True,False,True
236,0,3,28.0,0,0,7.55,1,-0.10133993241760961,0.014736618564782174,False,False,True
237,0,2,44.0,1,0,26.0,2,1.1315510917346374,0.050748620223090936,True,False,True
238,1,2,8.0,0,2,26.25,3,-1.6424537126079184,0.05123658772523604,False,False,True
239,0,2,19.0,0,0,10.5,1,-0.7948411335032486,0.020494635090094415,True,False,True
240,0,2,33.0,0,0,12.275,1,0.2839385126299676,0.023959204355324663,True,False,True
241,0,3,28.0,1,0,14.4542,2,-0.10133993241760961,0.028212719478023115,False,False,False
242,1,3,28.0,1,0,15.5,2,-0.10133993241760961,0.030253985132996517,False,True,False
243,0,2,29.0,0,0,10.5,1,-0.024284243408094167,0.020494635090094415,True,False,True
244,0,3,22.0,0,0,7.125,1,-0.5636740664747023,0.013907073811135496,True,False,True
245,0,3,30.0,0,0,7.225,1,0.052771445601421274,0.014102260811993537,True,False,False
246,0,1,44.0,2,0,90.0,3,1.1315510917346374,0.17566830077223786,True,True,False
247,0,3,25.0,0,0,7.775,1,-0.3325069994461559,0.015175789316712771,False,False,True
248,1,2,24.0,0,2,14.5,3,-0.4095626884556714,0.028302115124416098,False,False,True
249,1,1,37.0,1,1,52.5542,3,0.5921612686680294,0.10257896680493714,True,False,True
250,0,2,54.0,1,0,26.0,2,1.902107981829792,0.050748620223090936,True,False,True
251,0,3,28.0,0,0,7.25,1,-0.10133993241760961,0.014151057562208049,True,False,True
252,0,3,29.0,1,1,10.4625,3,-0.024284243408094167,0.02042143996477265,False,False,True
253,0,1,62.0,0,0,26.55,1,2.5185534939059155,0.051822148727810165,True,False,True
254,0,3,30.0,1,0,16.1,2,0.052771445601421274,0.031425107138144774,True,False,True
255,0,3,41.0,0,2,20.2125,3,0.9003840247060911,0.039452172548431745,False,False,True
256,1,3,29.0,0,2,15.2458,3,-0.024284243408094167,0.029757819776815374,False,False,False
257,1,1,28.0,0,0,79.2,1,-0.10133993241760961,0.15458810467956932,False,False,False
258,1,1,30.0,0,0,86.5,1,0.052771445601421274,0.16883675574220638,False,False,True
259,1,1,35.0,0,0,512.3292,1,0.4380498906489985,1.0,False,False,False
260,1,2,50.0,0,1,26.0,2,1.5938852257917302,0.050748620223090936,False,False,True
261,0,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,True,True,False
262,1,3,3.0,4,2,31.3875,7,-2.0277321576554956,0.06126431989431795,True,False,True
263,0,1,52.0,1,1,79.65,3,1.747996603810761,0.1554664461834305,True,False,True
264,0,1,40.0,0,0,0.0,1,0.8233283356965757,0.0,True,False,True
265,0,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,False,True,False
266,0,2,36.0,0,0,10.5,1,0.5151055796585139,0.020494635090094415,True,False,True
267,0,3,16.0,4,1,39.6875,6,-1.026008200531795,0.07746484096553544,True,False,True
268,1,3,25.0,1,0,7.775,2,-0.3325069994461559,0.015175789316712771,True,False,True
269,1,1,58.0,0,1,153.4625,2,2.210330737867854,0.2995388511917728,False,False,True
270,1,1,35.0,0,0,135.6333,1,0.4380498906489985,0.2647385704347907,False,False,True
271,0,1,28.0,0,0,31.0,1,-0.10133993241760961,0.060507970265993034,True,False,True
272,1,3,25.0,0,0,0.0,1,-0.3325069994461559,0.0,True,False,True
273,1,2,41.0,0,1,19.5,2,0.9003840247060911,0.038061465167318204,False,False,True
274,0,1,37.0,0,1,29.7,2,0.5921612686680294,0.057970539254838485,True,False,False
275,1,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,False,True,False
276,1,1,63.0,1,0,77.9583,2,2.5956091829154313,0.15216446768991498,False,False,True
277,0,3,45.0,0,0,7.75,1,1.208606780744153,0.015126992566498259,False,False,True
278,0,2,28.0,0,0,0.0,1,-0.10133993241760961,0.0,True,False,True
279,0,3,7.0,4,1,29.125,6,-1.719509401617434,0.05684821399990475,True,True,False
280,1,3,35.0,1,1,20.25,3,0.4380498906489985,0.03952536767375352,False,False,True
281,0,3,65.0,0,0,7.75,1,2.749720560934462,0.015126992566498259,True,True,False
282,0,3,28.0,0,0,7.8542,1,-0.10133993241760961,0.015330377421392339,True,False,True
283,0,3,16.0,0,0,9.5,1,-1.026008200531795,0.018542765081513996,True,False,True
284,1,3,19.0,0,0,8.05,1,-0.7948411335032486,0.015712553569072387,True,False,True
285,0,1,28.0,0,0,26.0,1,-0.10133993241760961,0.050748620223090936,True,False,True
286,0,3,33.0,0,0,8.6625,1,0.2839385126299676,0.016908073949327893,True,False,False
287,1,3,30.0,0,0,9.5,1,0.052771445601421274,0.018542765081513996,True,False,True
288,0,3,22.0,0,0,7.8958,1,-0.5636740664747023,0.015411575213749286,True,False,True
289,1,2,42.0,0,0,13.0,1,0.9774397137156066,0.025374310111545468,True,False,True
290,1,3,22.0,0,0,7.75,1,-0.5636740664747023,0.015126992566498259,False,True,False
291,1,1,26.0,0,0,78.85,1,-0.2554513104366405,0.15390495017656614,False,False,True
292,1,1,19.0,1,0,91.0792,2,-0.7948411335032486,0.17777475888549785,False,False,False
293,0,2,36.0,0,0,12.875,1,0.5151055796585139,0.025130326360472913,True,False,False
294,0,3,24.0,0,0,8.85,1,-0.4095626884556714,0.01727404957593672,False,False,True
295,0,3,24.0,0,0,7.8958,1,-0.4095626884556714,0.015411575213749286,True,False,True
296,0,1,28.0,0,0,27.7208,1,-0.10133993241760961,0.05410739813385612,True,False,False
297,0,3,23.5,0,0,7.2292,1,-0.4480905329604291,0.014110458666029575,True,False,False
